Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
2019-06-22 22:00:00,N.Y.C.,61761,19.73,1.5,-6.47
2019-06-22 23:00:00,N.Y.C.,61761,18.26,0.98,-9.5
2019-06-23 00:00:00,N.Y.C.,61761,18.51,0.76,-11.55
2019-06-23 01:00:00,N.Y.C.,61761,16.28,0.62,-10.23
2019-06-23 02:00:00,N.Y.C.,61761,14.66,0.56,-9.07
2019-06-23 03:00:00,N.Y.C.,61761,13.76,0.54,-8.18
2019-06-23 04:00:00,N.Y.C.,61761,13.03,0.53,-7.48
2019-06-23 05:00:00,N.Y.C.,61761,13.25,0.5,-7.93
2019-06-23 06:00:00,N.Y.C.,61761,11.98,0.54,-6.11
2019-06-23 07:00:00,N.Y.C.,61761,11.88,0.71,-4.85
2019-06-23 08:00:00,N.Y.C.,61761,16.5,1.33,-3.99
2019-06-23 09:00:00,N.Y.C.,61761,18.01,1.54,-4.03
2019-06-23 10:00:00,N.Y.C.,61761,18.6,1.7,-3.92
2019-06-23 11:00:00,N.Y.C.,61761,19.0,1.71,-4.34
2019-06-23 12:00:00,N.Y.C.,61761,20.57,1.81,-4.92
2019-06-23 13:00:00,N.Y.C.,61761,20.87,1.93,-4.66
2019-06-23 14:00:00,N.Y.C.,61761,20.61,2.0,-4.35
2019-06-23 15:00:00,N.Y.C.,61761,23.1,2.05,-6.61
2019-06-23 16:00:00,N.Y.C.,61761,25.14,2.45,-5.57
2019-06-23 17:00:00,N.Y.C.,61761,27.13,2.57,-6.47
2019-06-23 18:00:00,N.Y.C.,61761,26.04,2.45,-5.93
2019-06-23 19:00:00,N.Y.C.,61761,24.8,2.35,-5.13
2019-06-23 20:00:00,N.Y.C.,61761,24.5,2.49,-3.86
2019-06-23 21:00:00,N.Y.C.,61761,23.46,2.22,-5.26
2019-06-23 22:00:00,N.Y.C.,61761,20.36,1.68,-5.83
2019-06-23 23:00:00,N.Y.C.,61761,19.23,1.27,-7.61
2019-06-24 00:00:00,N.Y.C.,61761,18.36,1.05,-8.84
2019-06-24 01:00:00,N.Y.C.,61761,16.11,0.84,-8.06
2019-06-24 02:00:00,N.Y.C.,61761,15.12,0.77,-7.3
2019-06-24 03:00:00,N.Y.C.,61761,14.63,0.76,-6.81
2019-06-24 04:00:00,N.Y.C.,61761,13.37,0.77,-5.39
2019-06-24 05:00:00,N.Y.C.,61761,14.68,0.77,-6.67
2019-06-24 06:00:00,N.Y.C.,61761,17.21,1.35,-4.02
2019-06-24 07:00:00,N.Y.C.,61761,18.95,2.04,-0.3
2019-06-24 08:00:00,N.Y.C.,61761,21.55,2.22,-1.39
2019-06-24 09:00:00,N.Y.C.,61761,24.02,2.34,-3.06
2019-06-24 10:00:00,N.Y.C.,61761,24.28,2.53,-1.86
2019-06-24 11:00:00,N.Y.C.,61761,26.81,2.77,-2.22
2019-06-24 12:00:00,N.Y.C.,61761,28.81,2.99,-2.12
2019-06-24 13:00:00,N.Y.C.,61761,30.77,3.18,-2.36
2019-06-24 14:00:00,N.Y.C.,61761,30.82,3.28,-1.95
2019-06-24 15:00:00,N.Y.C.,61761,32.93,3.72,-0.6
2019-06-24 16:00:00,N.Y.C.,61761,33.63,3.73,-0.58
2019-06-24 17:00:00,N.Y.C.,61761,33.54,3.75,-0.01
2019-06-24 18:00:00,N.Y.C.,61761,30.99,3.47,-0.64
2019-06-24 19:00:00,N.Y.C.,61761,28.08,3.09,-0.49
2019-06-24 20:00:00,N.Y.C.,61761,26.92,3.01,-0.01
2019-06-24 21:00:00,N.Y.C.,61761,25.63,2.85,-0.01
2019-06-24 22:00:00,N.Y.C.,61761,21.8,2.42,-0.14
2019-06-24 23:00:00,N.Y.C.,61761,20.13,1.67,-4.86
2019-06-25 00:00:00,N.Y.C.,61761,21.75,1.53,-7.11
2019-06-25 01:00:00,N.Y.C.,61761,17.64,1.14,-6.87
2019-06-25 02:00:00,N.Y.C.,61761,15.91,1.02,-6.09
2019-06-25 03:00:00,N.Y.C.,61761,15.27,0.99,-5.58
2019-06-25 04:00:00,N.Y.C.,61761,15.31,0.91,-6.15
2019-06-25 05:00:00,N.Y.C.,61761,16.26,1.1,-5.69
2019-06-25 06:00:00,N.Y.C.,61761,18.82,1.84,-1.93
2019-06-25 07:00:00,N.Y.C.,61761,21.75,2.09,-3.06
2019-06-25 08:00:00,N.Y.C.,61761,22.55,2.3,-2.3
2019-06-25 09:00:00,N.Y.C.,61761,23.2,2.45,-1.43
2019-06-25 10:00:00,N.Y.C.,61761,24.43,2.75,-0.82
2019-06-25 11:00:00,N.Y.C.,61761,26.83,2.85,-2.36
2019-06-25 12:00:00,N.Y.C.,61761,27.14,3.06,-1.28
2019-06-25 13:00:00,N.Y.C.,61761,28.63,3.31,-1.14
2019-06-25 14:00:00,N.Y.C.,61761,28.92,3.38,-1.09
2019-06-25 15:00:00,N.Y.C.,61761,30.0,3.53,-1.06
2019-06-25 16:00:00,N.Y.C.,61761,30.35,3.63,-0.77
2019-06-25 17:00:00,N.Y.C.,61761,31.9,3.65,-2.35
2019-06-25 18:00:00,N.Y.C.,61761,28.74,3.43,-0.6
2019-06-25 19:00:00,N.Y.C.,61761,28.24,3.15,-2.27
2019-06-25 20:00:00,N.Y.C.,61761,27.27,3.17,-1.31
2019-06-25 21:00:00,N.Y.C.,61761,25.71,2.89,-1.41
2019-06-25 22:00:00,N.Y.C.,61761,23.72,2.39,-3.05
2019-06-25 23:00:00,N.Y.C.,61761,22.06,1.68,-7.03
2019-06-26 00:00:00,N.Y.C.,61761,21.59,1.42,-8.33
2019-06-26 01:00:00,N.Y.C.,61761,19.42,0.91,-11.08
2019-06-26 02:00:00,N.Y.C.,61761,17.27,0.82,-9.43
2019-06-26 03:00:00,N.Y.C.,61761,15.94,0.83,-7.93
2019-06-26 04:00:00,N.Y.C.,61761,15.62,0.84,-7.57
2019-06-26 05:00:00,N.Y.C.,61761,17.98,0.92,-9.33
2019-06-26 06:00:00,N.Y.C.,61761,19.37,1.9,-1.73
2019-06-26 07:00:00,N.Y.C.,61761,21.62,2.04,-3.09
2019-06-26 08:00:00,N.Y.C.,61761,23.3,2.28,-2.93
2019-06-26 09:00:00,N.Y.C.,61761,25.97,2.46,-4.0
2019-06-26 10:00:00,N.Y.C.,61761,27.31,2.65,-3.48
2019-06-26 11:00:00,N.Y.C.,61761,28.75,2.85,-3.06
2019-06-26 12:00:00,N.Y.C.,61761,30.66,3.05,-3.02
2019-06-26 13:00:00,N.Y.C.,61761,32.83,3.17,-3.86
2019-06-26 14:00:00,N.Y.C.,61761,33.75,3.37,-3.81
2019-06-26 15:00:00,N.Y.C.,61761,37.03,3.87,-4.11
2019-06-26 16:00:00,N.Y.C.,61761,39.0,4.3,-3.31
2019-06-26 17:00:00,N.Y.C.,61761,38.0,4.03,-2.72
2019-06-26 18:00:00,N.Y.C.,61761,34.18,3.7,-1.56
2019-06-26 19:00:00,N.Y.C.,61761,30.24,3.3,-0.53
2019-06-26 20:00:00,N.Y.C.,61761,29.3,3.22,-0.7
2019-06-26 21:00:00,N.Y.C.,61761,28.13,3.1,-1.35
2019-06-26 22:00:00,N.Y.C.,61761,25.04,2.57,-2.95
2019-06-26 23:00:00,N.Y.C.,61761,21.84,2.08,-3.21
2019-06-27 00:00:00,N.Y.C.,61761,20.84,1.87,-3.5
2019-06-27 01:00:00,N.Y.C.,61761,19.23,1.68,-3.95
2019-06-27 02:00:00,N.Y.C.,61761,18.14,1.14,-7.8
2019-06-27 03:00:00,N.Y.C.,61761,17.44,1.1,-7.16
2019-06-27 04:00:00,N.Y.C.,61761,17.34,1.14,-6.77
2019-06-27 05:00:00,N.Y.C.,61761,18.21,1.54,-3.82
2019-06-27 06:00:00,N.Y.C.,61761,20.14,2.12,-0.81
2019-06-27 07:00:00,N.Y.C.,61761,22.66,2.32,-2.32
2019-06-27 08:00:00,N.Y.C.,61761,25.5,2.49,-3.44
2019-06-27 09:00:00,N.Y.C.,61761,28.79,2.7,-4.99
2019-06-27 10:00:00,N.Y.C.,61761,31.06,2.93,-5.42
2019-06-27 11:00:00,N.Y.C.,61761,33.19,3.19,-5.11
2019-06-27 12:00:00,N.Y.C.,61761,33.67,3.39,-4.22
2019-06-27 13:00:00,N.Y.C.,61761,36.26,3.6,-4.91
2019-06-27 14:00:00,N.Y.C.,61761,38.49,3.82,-5.3
2019-06-27 15:00:00,N.Y.C.,61761,43.19,4.22,-6.79
2019-06-27 16:00:00,N.Y.C.,61761,47.46,4.6,-8.24
2019-06-27 17:00:00,N.Y.C.,61761,48.19,4.56,-9.06
2019-06-27 18:00:00,N.Y.C.,61761,40.36,3.95,-6.21
2019-06-27 19:00:00,N.Y.C.,61761,36.57,3.51,-6.43
2019-06-27 20:00:00,N.Y.C.,61761,34.75,3.41,-5.72
2019-06-27 21:00:00,N.Y.C.,61761,34.2,3.14,-7.63
2019-06-27 22:00:00,N.Y.C.,61761,29.77,2.66,-7.15
2019-06-27 23:00:00,N.Y.C.,61761,26.85,2.17,-8.09
2019-06-28 00:00:00,N.Y.C.,61761,20.96,2.43,-0.01
2019-06-28 01:00:00,N.Y.C.,61761,18.14,1.9,-1.63
2019-06-28 02:00:00,N.Y.C.,61761,16.14,1.77,0.0
2019-06-28 03:00:00,N.Y.C.,61761,15.31,1.41,-2.47
2019-06-28 04:00:00,N.Y.C.,61761,14.59,1.55,-0.14
2019-06-28 05:00:00,N.Y.C.,61761,16.68,1.74,-0.19
2019-06-28 06:00:00,N.Y.C.,61761,19.04,2.01,0.0
2019-06-28 07:00:00,N.Y.C.,61761,21.96,2.13,-2.75
2019-06-28 08:00:00,N.Y.C.,61761,23.73,2.31,-3.12
2019-06-28 09:00:00,N.Y.C.,61761,25.98,2.5,-3.91
2019-06-28 10:00:00,N.Y.C.,61761,28.62,2.77,-3.68
2019-06-28 11:00:00,N.Y.C.,61761,32.22,3.03,-4.39
2019-06-28 12:00:00,N.Y.C.,61761,33.85,3.24,-4.07
2019-06-28 13:00:00,N.Y.C.,61761,36.09,3.39,-4.67
2019-06-28 14:00:00,N.Y.C.,61761,39.96,3.69,-6.05
2019-06-28 15:00:00,N.Y.C.,61761,45.7,4.25,-7.7
2019-06-28 16:00:00,N.Y.C.,61761,49.0,4.58,-7.81
2019-06-28 17:00:00,N.Y.C.,61761,47.58,4.09,-9.1
2019-06-28 18:00:00,N.Y.C.,61761,42.0,3.52,-9.64
2019-06-28 19:00:00,N.Y.C.,61761,35.17,3.35,-4.99
2019-06-28 20:00:00,N.Y.C.,61761,33.25,3.19,-4.92
2019-06-28 21:00:00,N.Y.C.,61761,31.81,3.07,-5.15
2019-06-28 22:00:00,N.Y.C.,61761,30.34,2.8,-6.63
2019-06-28 23:00:00,N.Y.C.,61761,23.7,2.05,-6.04
2019-06-29 00:00:00,N.Y.C.,61761,27.17,2.23,-6.0
2019-06-29 01:00:00,N.Y.C.,61761,23.03,1.99,-4.13
2019-06-29 02:00:00,N.Y.C.,61761,20.53,1.64,-4.71
2019-06-29 03:00:00,N.Y.C.,61761,19.45,1.23,-7.47
2019-06-29 04:00:00,N.Y.C.,61761,18.89,1.19,-7.12
2019-06-29 05:00:00,N.Y.C.,61761,20.3,1.18,-8.54
2019-06-29 06:00:00,N.Y.C.,61761,23.03,1.22,-10.67
2019-06-29 07:00:00,N.Y.C.,61761,26.1,1.29,-12.47
2019-06-29 08:00:00,N.Y.C.,61761,28.73,1.48,-13.32
2019-06-29 09:00:00,N.Y.C.,61761,29.67,1.74,-11.91
2019-06-29 10:00:00,N.Y.C.,61761,32.79,1.84,-14.92
2019-06-29 11:00:00,N.Y.C.,61761,35.65,2.37,-13.36
2019-06-29 12:00:00,N.Y.C.,61761,39.47,2.5,-15.9
2019-06-29 13:00:00,N.Y.C.,61761,41.69,2.46,-18.21
2019-06-29 14:00:00,N.Y.C.,61761,55.83,2.26,-34.75
2019-06-29 15:00:00,N.Y.C.,61761,65.07,1.94,-46.91
2019-06-29 16:00:00,N.Y.C.,61761,67.32,2.16,-47.14
2019-06-29 17:00:00,N.Y.C.,61761,63.0,2.31,-41.12
2019-06-29 18:00:00,N.Y.C.,61761,53.73,2.44,-30.78
2019-06-29 19:00:00,N.Y.C.,61761,42.32,2.39,-19.71
2019-06-29 20:00:00,N.Y.C.,61761,40.17,2.16,-20.03
2019-06-29 21:00:00,N.Y.C.,61761,38.54,1.97,-19.97
2019-06-29 22:00:00,N.Y.C.,61761,34.47,1.8,-18.31
2019-06-29 23:00:00,N.Y.C.,61761,30.12,1.84,-13.33
2019-06-30 00:00:00,N.Y.C.,61761,25.86,1.61,-11.68
2019-06-30 01:00:00,N.Y.C.,61761,23.21,1.33,-11.41
2019-06-30 02:00:00,N.Y.C.,61761,19.37,1.3,-7.51
2019-06-30 03:00:00,N.Y.C.,61761,18.85,1.29,-6.99
2019-06-30 04:00:00,N.Y.C.,61761,18.47,1.27,-6.64
2019-06-30 05:00:00,N.Y.C.,61761,17.58,1.28,-5.74
2019-06-30 06:00:00,N.Y.C.,61761,17.63,1.25,-5.83
2019-06-30 07:00:00,N.Y.C.,61761,17.93,1.33,-6.01
2019-06-30 08:00:00,N.Y.C.,61761,20.58,1.8,-4.92
2019-06-30 09:00:00,N.Y.C.,61761,23.94,2.02,-6.46
2019-06-30 10:00:00,N.Y.C.,61761,24.96,1.98,-7.99
2019-06-30 11:00:00,N.Y.C.,61761,28.05,2.09,-10.22
2019-06-30 12:00:00,N.Y.C.,61761,31.59,2.06,-14.23
2019-06-30 13:00:00,N.Y.C.,61761,32.4,2.11,-14.89
2019-06-30 14:00:00,N.Y.C.,61761,33.29,2.03,-16.36
2019-06-30 15:00:00,N.Y.C.,61761,34.22,2.16,-16.13
2019-06-30 16:00:00,N.Y.C.,61761,35.94,2.25,-17.04
2019-06-30 17:00:00,N.Y.C.,61761,34.68,2.5,-13.78
2019-06-30 18:00:00,N.Y.C.,61761,32.9,2.57,-11.3
2019-06-30 19:00:00,N.Y.C.,61761,31.78,2.47,-11.11
2019-06-30 20:00:00,N.Y.C.,61761,31.26,2.36,-11.54
2019-06-30 21:00:00,N.Y.C.,61761,27.87,2.58,-7.14
2019-06-30 22:00:00,N.Y.C.,61761,24.8,2.23,-6.27
2019-06-30 23:00:00,N.Y.C.,61761,21.89,1.44,-8.85
2019-07-01 00:00:00,N.Y.C.,61761,19.92,1.17,-9.32
2019-07-01 01:00:00,N.Y.C.,61761,17.21,1.0,-7.72
2019-07-01 02:00:00,N.Y.C.,61761,15.81,0.86,-7.31
2019-07-01 03:00:00,N.Y.C.,61761,15.32,0.92,-5.91
2019-07-01 04:00:00,N.Y.C.,61761,14.94,0.92,-5.54
2019-07-01 05:00:00,N.Y.C.,61761,15.29,1.01,-5.14
2019-07-01 06:00:00,N.Y.C.,61761,18.94,1.41,-5.84
2019-07-01 07:00:00,N.Y.C.,61761,19.48,1.78,-3.33
2019-07-01 08:00:00,N.Y.C.,61761,20.73,2.0,-2.7
2019-07-01 09:00:00,N.Y.C.,61761,23.12,2.02,-4.95
2019-07-01 10:00:00,N.Y.C.,61761,23.45,2.28,-3.05
2019-07-01 11:00:00,N.Y.C.,61761,24.72,2.36,-3.66
2019-07-01 12:00:00,N.Y.C.,61761,26.33,2.43,-4.31
2019-07-01 13:00:00,N.Y.C.,61761,29.5,2.71,-5.11
2019-07-01 14:00:00,N.Y.C.,61761,32.65,2.83,-6.96
2019-07-01 15:00:00,N.Y.C.,61761,34.28,2.89,-7.85
2019-07-01 16:00:00,N.Y.C.,61761,37.66,2.89,-10.85
2019-07-01 17:00:00,N.Y.C.,61761,41.14,2.9,-14.23
2019-07-01 18:00:00,N.Y.C.,61761,33.94,2.79,-8.48
2019-07-01 19:00:00,N.Y.C.,61761,32.25,2.64,-8.3
2019-07-01 20:00:00,N.Y.C.,61761,30.35,2.36,-9.23
2019-07-01 21:00:00,N.Y.C.,61761,26.82,2.92,-2.4
2019-07-01 22:00:00,N.Y.C.,61761,24.62,2.49,-3.78
2019-07-01 23:00:00,N.Y.C.,61761,21.27,2.07,-2.89
2019-07-02 00:00:00,N.Y.C.,61761,21.51,1.65,-5.85
2019-07-02 01:00:00,N.Y.C.,61761,18.75,1.43,-5.27
2019-07-02 02:00:00,N.Y.C.,61761,18.31,1.33,-5.65
2019-07-02 03:00:00,N.Y.C.,61761,16.71,1.25,-4.62
2019-07-02 04:00:00,N.Y.C.,61761,15.6,1.17,-3.6
2019-07-02 05:00:00,N.Y.C.,61761,17.15,1.18,-5.09
2019-07-02 06:00:00,N.Y.C.,61761,18.8,1.87,-0.93
2019-07-02 07:00:00,N.Y.C.,61761,19.88,2.2,-0.08
2019-07-02 08:00:00,N.Y.C.,61761,21.98,2.4,-0.85
2019-07-02 09:00:00,N.Y.C.,61761,23.41,2.61,-0.06
2019-07-02 10:00:00,N.Y.C.,61761,26.92,2.92,-1.17
2019-07-02 11:00:00,N.Y.C.,61761,28.93,3.1,-1.25
2019-07-02 12:00:00,N.Y.C.,61761,31.18,3.35,-1.44
2019-07-02 13:00:00,N.Y.C.,61761,33.66,3.58,-2.31
2019-07-02 14:00:00,N.Y.C.,61761,34.07,3.75,-1.27
2019-07-02 15:00:00,N.Y.C.,61761,36.81,4.18,-0.45
2019-07-02 16:00:00,N.Y.C.,61761,42.5,4.4,-4.76
2019-07-02 17:00:00,N.Y.C.,61761,43.27,4.42,-5.62
2019-07-02 18:00:00,N.Y.C.,61761,38.2,3.98,-4.09
2019-07-02 19:00:00,N.Y.C.,61761,35.0,3.72,-3.51
2019-07-02 20:00:00,N.Y.C.,61761,35.0,3.59,-4.84
2019-07-02 21:00:00,N.Y.C.,61761,32.27,3.35,-3.71
2019-07-02 22:00:00,N.Y.C.,61761,27.68,2.9,-3.31
2019-07-02 23:00:00,N.Y.C.,61761,24.96,2.38,-4.55
2019-07-03 00:00:00,N.Y.C.,61761,22.91,2.17,-2.52
2019-07-03 01:00:00,N.Y.C.,61761,20.55,1.81,-3.35
2019-07-03 02:00:00,N.Y.C.,61761,18.91,1.6,-3.74
2019-07-03 03:00:00,N.Y.C.,61761,17.79,1.4,-4.33
2019-07-03 04:00:00,N.Y.C.,61761,17.59,1.41,-3.87
2019-07-03 05:00:00,N.Y.C.,61761,18.85,1.77,-2.11
2019-07-03 06:00:00,N.Y.C.,61761,21.94,2.2,-1.71
2019-07-03 07:00:00,N.Y.C.,61761,23.35,2.36,-2.83
2019-07-03 08:00:00,N.Y.C.,61761,28.07,2.63,-4.92
2019-07-03 09:00:00,N.Y.C.,61761,31.88,2.91,-6.44
2019-07-03 10:00:00,N.Y.C.,61761,32.61,3.06,-4.5
2019-07-03 11:00:00,N.Y.C.,61761,33.85,3.29,-3.77
2019-07-03 12:00:00,N.Y.C.,61761,34.61,3.52,-3.41
2019-07-03 13:00:00,N.Y.C.,61761,39.34,3.84,-5.5
2019-07-03 14:00:00,N.Y.C.,61761,43.03,4.32,-4.69
2019-07-03 15:00:00,N.Y.C.,61761,44.79,4.85,-2.64
2019-07-03 16:00:00,N.Y.C.,61761,48.42,5.34,-1.96
2019-07-03 17:00:00,N.Y.C.,61761,48.86,5.32,-2.6
2019-07-03 18:00:00,N.Y.C.,61761,41.91,4.55,-3.13
2019-07-03 19:00:00,N.Y.C.,61761,38.54,3.87,-5.57
2019-07-03 20:00:00,N.Y.C.,61761,36.9,3.65,-5.82
2019-07-03 21:00:00,N.Y.C.,61761,34.09,3.49,-4.54
2019-07-03 22:00:00,N.Y.C.,61761,28.88,2.98,-3.82
2019-07-03 23:00:00,N.Y.C.,61761,27.35,2.61,-5.25
2019-07-04 00:00:00,N.Y.C.,61761,24.64,2.34,-3.47
2019-07-04 01:00:00,N.Y.C.,61761,22.9,2.16,-2.55
2019-07-04 02:00:00,N.Y.C.,61761,21.17,1.78,-3.79
2019-07-04 03:00:00,N.Y.C.,61761,19.67,1.45,-5.64
2019-07-04 04:00:00,N.Y.C.,61761,20.24,1.49,-5.8
2019-07-04 05:00:00,N.Y.C.,61761,20.19,1.35,-7.03
2019-07-04 06:00:00,N.Y.C.,61761,19.99,1.51,-5.6
2019-07-04 07:00:00,N.Y.C.,61761,22.46,1.84,-5.19
2019-07-04 08:00:00,N.Y.C.,61761,23.11,2.34,-2.64
2019-07-04 09:00:00,N.Y.C.,61761,27.54,2.6,-4.8
2019-07-04 10:00:00,N.Y.C.,61761,27.8,2.76,-3.3
2019-07-04 11:00:00,N.Y.C.,61761,30.75,2.96,-3.35
2019-07-04 12:00:00,N.Y.C.,61761,32.21,3.15,-2.97
2019-07-04 13:00:00,N.Y.C.,61761,33.04,3.26,-2.85
2019-07-04 14:00:00,N.Y.C.,61761,34.37,3.49,-2.3
2019-07-04 15:00:00,N.Y.C.,61761,34.35,3.68,-0.5
2019-07-04 16:00:00,N.Y.C.,61761,36.95,3.78,-0.31
2019-07-04 17:00:00,N.Y.C.,61761,37.42,3.82,-0.1
2019-07-04 18:00:00,N.Y.C.,61761,34.27,3.6,-0.43
2019-07-04 19:00:00,N.Y.C.,61761,32.24,3.41,-0.83
2019-07-04 20:00:00,N.Y.C.,61761,31.06,3.17,-1.88
2019-07-04 21:00:00,N.Y.C.,61761,30.91,2.91,-3.77
2019-07-04 22:00:00,N.Y.C.,61761,30.69,2.73,-6.95
2019-07-04 23:00:00,N.Y.C.,61761,26.91,2.63,-4.48
2019-07-05 00:00:00,N.Y.C.,61761,23.14,2.03,-4.36
2019-07-05 01:00:00,N.Y.C.,61761,21.57,1.56,-6.17
2019-07-05 02:00:00,N.Y.C.,61761,18.93,1.24,-6.77
2019-07-05 03:00:00,N.Y.C.,61761,18.35,1.2,-6.35
2019-07-05 04:00:00,N.Y.C.,61761,18.7,1.17,-7.03
2019-07-05 05:00:00,N.Y.C.,61761,19.15,1.22,-6.97
2019-07-05 06:00:00,N.Y.C.,61761,19.82,1.57,-4.72
2019-07-05 07:00:00,N.Y.C.,61761,22.16,2.16,-2.44
2019-07-05 08:00:00,N.Y.C.,61761,26.81,2.49,-4.22
2019-07-05 09:00:00,N.Y.C.,61761,29.05,2.72,-4.36
2019-07-05 10:00:00,N.Y.C.,61761,30.03,2.85,-3.66
2019-07-05 11:00:00,N.Y.C.,61761,31.97,3.22,-2.4
2019-07-05 12:00:00,N.Y.C.,61761,32.99,3.4,-1.73
2019-07-05 13:00:00,N.Y.C.,61761,34.75,3.55,-2.34
2019-07-05 14:00:00,N.Y.C.,61761,40.64,4.04,-5.3
2019-07-05 15:00:00,N.Y.C.,61761,45.2,4.3,-7.76
2019-07-05 16:00:00,N.Y.C.,61761,45.2,4.65,-5.07
2019-07-05 17:00:00,N.Y.C.,61761,43.72,4.34,-5.94
2019-07-05 18:00:00,N.Y.C.,61761,40.36,3.83,-7.54
2019-07-05 19:00:00,N.Y.C.,61761,32.69,3.4,-2.32
2019-07-05 20:00:00,N.Y.C.,61761,31.27,3.22,-2.51
2019-07-05 21:00:00,N.Y.C.,61761,30.81,3.2,-2.17
2019-07-05 22:00:00,N.Y.C.,61761,27.1,2.82,-2.42
2019-07-05 23:00:00,N.Y.C.,61761,26.08,2.38,-5.38
2019-07-06 00:00:00,N.Y.C.,61761,24.14,2.19,-4.14
2019-07-06 01:00:00,N.Y.C.,61761,22.12,1.81,-5.94
2019-07-06 02:00:00,N.Y.C.,61761,20.42,1.44,-7.24
2019-07-06 03:00:00,N.Y.C.,61761,18.89,1.31,-6.77
2019-07-06 04:00:00,N.Y.C.,61761,18.77,1.2,-7.49
2019-07-06 05:00:00,N.Y.C.,61761,18.13,1.2,-6.68
2019-07-06 06:00:00,N.Y.C.,61761,18.66,1.3,-6.12
2019-07-06 07:00:00,N.Y.C.,61761,20.41,1.65,-4.58
2019-07-06 08:00:00,N.Y.C.,61761,21.99,2.24,-3.63
2019-07-06 09:00:00,N.Y.C.,61761,23.6,2.8,-0.93
2019-07-06 10:00:00,N.Y.C.,61761,28.66,3.15,-2.49
2019-07-06 11:00:00,N.Y.C.,61761,30.38,3.4,-2.38
2019-07-06 12:00:00,N.Y.C.,61761,31.93,3.67,-1.7
2019-07-06 13:00:00,N.Y.C.,61761,32.93,3.81,-1.56
2019-07-06 14:00:00,N.Y.C.,61761,33.63,3.89,-1.98
2019-07-06 15:00:00,N.Y.C.,61761,45.0,3.83,-14.34
2019-07-06 16:00:00,N.Y.C.,61761,35.66,4.13,-0.72
2019-07-06 17:00:00,N.Y.C.,61761,36.75,4.24,-0.84
2019-07-06 18:00:00,N.Y.C.,61761,32.97,3.74,-1.31
2019-07-06 19:00:00,N.Y.C.,61761,31.62,3.57,-1.78
2019-07-06 20:00:00,N.Y.C.,61761,30.93,3.33,-3.12
2019-07-06 21:00:00,N.Y.C.,61761,30.74,3.23,-3.58
2019-07-06 22:00:00,N.Y.C.,61761,27.79,2.73,-4.96
2019-07-06 23:00:00,N.Y.C.,61761,26.98,2.17,-8.26
2019-07-07 00:00:00,N.Y.C.,61761,24.3,2.14,-5.42
2019-07-07 01:00:00,N.Y.C.,61761,22.4,1.76,-6.64
2019-07-07 02:00:00,N.Y.C.,61761,21.06,1.49,-7.21
2019-07-07 03:00:00,N.Y.C.,61761,19.91,1.31,-7.69
2019-07-07 04:00:00,N.Y.C.,61761,19.45,1.3,-7.24
2019-07-07 05:00:00,N.Y.C.,61761,19.21,1.34,-6.15
2019-07-07 06:00:00,N.Y.C.,61761,18.74,1.46,-4.34
2019-07-07 07:00:00,N.Y.C.,61761,19.49,1.59,-4.24
2019-07-07 08:00:00,N.Y.C.,61761,22.55,1.82,-5.7
2019-07-07 09:00:00,N.Y.C.,61761,25.21,1.91,-7.86
2019-07-07 10:00:00,N.Y.C.,61761,27.59,1.96,-9.53
2019-07-07 11:00:00,N.Y.C.,61761,29.87,2.08,-10.7
2019-07-07 12:00:00,N.Y.C.,61761,31.85,2.16,-11.95
2019-07-07 13:00:00,N.Y.C.,61761,33.03,2.16,-13.01
2019-07-07 14:00:00,N.Y.C.,61761,33.95,2.31,-12.56
2019-07-07 15:00:00,N.Y.C.,61761,35.81,2.43,-13.5
2019-07-07 16:00:00,N.Y.C.,61761,32.57,3.53,-1.29
2019-07-07 17:00:00,N.Y.C.,61761,32.11,3.44,-0.71
2019-07-07 18:00:00,N.Y.C.,61761,30.48,3.27,-1.09
2019-07-07 19:00:00,N.Y.C.,61761,29.41,3.21,-1.16
2019-07-07 20:00:00,N.Y.C.,61761,29.25,3.25,-1.22
2019-07-07 21:00:00,N.Y.C.,61761,28.26,3.14,-1.55
2019-07-07 22:00:00,N.Y.C.,61761,22.48,2.67,-0.86
2019-07-07 23:00:00,N.Y.C.,61761,21.04,2.22,-1.99
2019-07-08 00:00:00,N.Y.C.,61761,22.03,1.82,-5.16
2019-07-08 01:00:00,N.Y.C.,61761,20.08,1.61,-5.07
2019-07-08 02:00:00,N.Y.C.,61761,18.65,1.41,-5.33
2019-07-08 03:00:00,N.Y.C.,61761,17.61,1.29,-5.3
2019-07-08 04:00:00,N.Y.C.,61761,17.13,1.29,-4.71
2019-07-08 05:00:00,N.Y.C.,61761,17.64,1.27,-5.38
2019-07-08 06:00:00,N.Y.C.,61761,18.74,1.85,-1.84
2019-07-08 07:00:00,N.Y.C.,61761,19.8,2.11,-1.07
2019-07-08 08:00:00,N.Y.C.,61761,23.31,2.36,-3.08
2019-07-08 09:00:00,N.Y.C.,61761,25.47,2.62,-2.71
2019-07-08 10:00:00,N.Y.C.,61761,27.09,2.91,-1.67
2019-07-08 11:00:00,N.Y.C.,61761,28.08,2.95,-1.73
2019-07-08 12:00:00,N.Y.C.,61761,30.47,3.15,-2.48
2019-07-08 13:00:00,N.Y.C.,61761,31.16,3.42,-1.24
