Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
2019-05-01 00:00:00,N.Y.C.,61761,20.32,1.69,-3.18
2019-05-01 01:00:00,N.Y.C.,61761,17.09,1.62,-0.06
2019-05-01 02:00:00,N.Y.C.,61761,14.89,1.37,-0.05
2019-05-01 03:00:00,N.Y.C.,61761,14.49,1.29,0.0
2019-05-01 04:00:00,N.Y.C.,61761,14.49,1.27,0.0
2019-05-01 05:00:00,N.Y.C.,61761,16.88,1.48,0.0
2019-05-01 06:00:00,N.Y.C.,61761,24.32,2.0,-3.45
2019-05-01 07:00:00,N.Y.C.,61761,27.71,2.17,-6.69
2019-05-01 08:00:00,N.Y.C.,61761,27.17,2.65,-4.31
2019-05-01 09:00:00,N.Y.C.,61761,27.71,2.64,-4.72
2019-05-01 10:00:00,N.Y.C.,61761,27.48,2.83,-3.35
2019-05-01 11:00:00,N.Y.C.,61761,27.34,2.76,-3.71
2019-05-01 12:00:00,N.Y.C.,61761,26.34,2.78,-3.4
2019-05-01 13:00:00,N.Y.C.,61761,25.47,2.69,-3.8
2019-05-01 14:00:00,N.Y.C.,61761,25.19,2.66,-3.63
2019-05-01 15:00:00,N.Y.C.,61761,26.75,2.56,-5.78
2019-05-01 16:00:00,N.Y.C.,61761,28.19,2.62,-7.26
2019-05-01 17:00:00,N.Y.C.,61761,30.65,2.53,-9.21
2019-05-01 18:00:00,N.Y.C.,61761,29.66,2.58,-8.09
2019-05-01 19:00:00,N.Y.C.,61761,30.56,2.52,-9.09
2019-05-01 20:00:00,N.Y.C.,61761,31.54,2.63,-9.25
2019-05-01 21:00:00,N.Y.C.,61761,27.67,2.3,-7.83
2019-05-01 22:00:00,N.Y.C.,61761,20.91,1.81,-3.64
2019-05-01 23:00:00,N.Y.C.,61761,20.23,1.72,-3.39
2019-05-02 00:00:00,N.Y.C.,61761,20.82,1.54,-5.32
2019-05-02 01:00:00,N.Y.C.,61761,17.76,1.32,-3.98
2019-05-02 02:00:00,N.Y.C.,61761,15.45,1.28,-1.76
2019-05-02 03:00:00,N.Y.C.,61761,15.22,1.27,-1.49
2019-05-02 04:00:00,N.Y.C.,61761,14.47,1.33,0.0
2019-05-02 05:00:00,N.Y.C.,61761,16.97,1.54,0.0
2019-05-02 06:00:00,N.Y.C.,61761,21.07,2.14,0.0
2019-05-02 07:00:00,N.Y.C.,61761,28.77,2.47,-6.22
2019-05-02 08:00:00,N.Y.C.,61761,29.36,2.86,-5.61
2019-05-02 09:00:00,N.Y.C.,61761,31.54,2.78,-8.13
2019-05-02 10:00:00,N.Y.C.,61761,31.58,2.8,-7.93
2019-05-02 11:00:00,N.Y.C.,61761,30.74,2.81,-7.25
2019-05-02 12:00:00,N.Y.C.,61761,29.49,2.81,-6.35
2019-05-02 13:00:00,N.Y.C.,61761,29.04,2.9,-6.02
2019-05-02 14:00:00,N.Y.C.,61761,28.73,2.88,-5.73
2019-05-02 15:00:00,N.Y.C.,61761,29.08,2.92,-6.01
2019-05-02 16:00:00,N.Y.C.,61761,31.42,3.01,-7.61
2019-05-02 17:00:00,N.Y.C.,61761,32.98,2.95,-9.15
2019-05-02 18:00:00,N.Y.C.,61761,31.7,2.76,-8.01
2019-05-02 19:00:00,N.Y.C.,61761,32.33,2.63,-8.79
2019-05-02 20:00:00,N.Y.C.,61761,34.45,2.93,-9.13
2019-05-02 21:00:00,N.Y.C.,61761,27.88,2.45,-6.71
2019-05-02 22:00:00,N.Y.C.,61761,21.92,2.23,-1.86
2019-05-02 23:00:00,N.Y.C.,61761,21.39,1.71,-4.29
2019-05-03 00:00:00,N.Y.C.,61761,21.26,1.7,-2.94
2019-05-03 01:00:00,N.Y.C.,61761,19.24,1.56,-2.27
2019-05-03 02:00:00,N.Y.C.,61761,17.41,1.31,-2.64
2019-05-03 03:00:00,N.Y.C.,61761,16.8,1.32,-1.85
2019-05-03 04:00:00,N.Y.C.,61761,17.64,1.28,-3.36
2019-05-03 05:00:00,N.Y.C.,61761,19.96,1.55,-3.41
2019-05-03 06:00:00,N.Y.C.,61761,22.04,1.91,-1.02
2019-05-03 07:00:00,N.Y.C.,61761,25.43,2.42,-2.15
2019-05-03 08:00:00,N.Y.C.,61761,26.35,2.71,-2.67
2019-05-03 09:00:00,N.Y.C.,61761,29.19,2.7,-5.53
2019-05-03 10:00:00,N.Y.C.,61761,29.19,3.09,-1.8
2019-05-03 11:00:00,N.Y.C.,61761,29.78,3.07,-2.57
2019-05-03 12:00:00,N.Y.C.,61761,28.9,2.76,-4.57
2019-05-03 13:00:00,N.Y.C.,61761,28.95,2.65,-5.46
2019-05-03 14:00:00,N.Y.C.,61761,27.73,2.47,-6.01
2019-05-03 15:00:00,N.Y.C.,61761,28.93,2.58,-6.69
2019-05-03 16:00:00,N.Y.C.,61761,29.85,2.6,-7.38
2019-05-03 17:00:00,N.Y.C.,61761,30.94,2.6,-7.54
2019-05-03 18:00:00,N.Y.C.,61761,29.47,2.6,-5.04
2019-05-03 19:00:00,N.Y.C.,61761,27.74,2.8,-1.63
2019-05-03 20:00:00,N.Y.C.,61761,28.9,2.83,-2.32
2019-05-03 21:00:00,N.Y.C.,61761,25.27,2.4,-1.99
2019-05-03 22:00:00,N.Y.C.,61761,21.26,2.02,-0.01
2019-05-03 23:00:00,N.Y.C.,61761,20.06,1.84,-0.01
2019-05-04 00:00:00,N.Y.C.,61761,19.44,1.33,-3.79
2019-05-04 01:00:00,N.Y.C.,61761,16.6,1.26,-1.29
2019-05-04 02:00:00,N.Y.C.,61761,13.72,1.02,-1.22
2019-05-04 03:00:00,N.Y.C.,61761,12.45,1.01,-0.05
2019-05-04 04:00:00,N.Y.C.,61761,11.78,0.95,0.0
2019-05-04 05:00:00,N.Y.C.,61761,18.81,0.63,-8.56
2019-05-04 06:00:00,N.Y.C.,61761,20.01,0.62,-9.57
2019-05-04 07:00:00,N.Y.C.,61761,20.63,0.88,-5.39
2019-05-04 08:00:00,N.Y.C.,61761,22.87,1.08,-5.67
2019-05-04 09:00:00,N.Y.C.,61761,26.24,1.33,-6.7
2019-05-04 10:00:00,N.Y.C.,61761,25.65,1.33,-5.91
2019-05-04 11:00:00,N.Y.C.,61761,25.37,1.38,-5.37
2019-05-04 12:00:00,N.Y.C.,61761,23.26,1.25,-4.7
2019-05-04 13:00:00,N.Y.C.,61761,25.16,1.29,-7.33
2019-05-04 14:00:00,N.Y.C.,61761,22.98,1.26,-5.63
2019-05-04 15:00:00,N.Y.C.,61761,21.55,1.17,-4.81
2019-05-04 16:00:00,N.Y.C.,61761,22.98,1.14,-6.05
2019-05-04 17:00:00,N.Y.C.,61761,28.0,1.31,-8.77
2019-05-04 18:00:00,N.Y.C.,61761,28.73,1.22,-10.39
2019-05-04 19:00:00,N.Y.C.,61761,30.41,1.24,-11.17
2019-05-04 20:00:00,N.Y.C.,61761,27.66,2.21,-2.72
2019-05-04 21:00:00,N.Y.C.,61761,22.18,2.03,0.0
2019-05-04 22:00:00,N.Y.C.,61761,18.83,1.73,0.0
2019-05-04 23:00:00,N.Y.C.,61761,19.32,1.52,-2.13
2019-05-05 00:00:00,N.Y.C.,61761,21.07,1.44,-4.12
2019-05-05 01:00:00,N.Y.C.,61761,18.72,1.29,-3.27
2019-05-05 02:00:00,N.Y.C.,61761,17.31,1.1,-3.86
2019-05-05 03:00:00,N.Y.C.,61761,16.45,1.02,-3.09
2019-05-05 04:00:00,N.Y.C.,61761,15.71,0.87,-3.99
2019-05-05 05:00:00,N.Y.C.,61761,16.22,1.06,-2.79
2019-05-05 06:00:00,N.Y.C.,61761,15.8,1.02,-2.43
2019-05-05 07:00:00,N.Y.C.,61761,15.75,1.2,-0.91
2019-05-05 08:00:00,N.Y.C.,61761,17.92,1.56,0.0
2019-05-05 09:00:00,N.Y.C.,61761,19.62,1.78,0.0
2019-05-05 10:00:00,N.Y.C.,61761,20.5,1.85,0.0
2019-05-05 11:00:00,N.Y.C.,61761,21.0,1.91,0.0
2019-05-05 12:00:00,N.Y.C.,61761,20.26,1.84,0.0
2019-05-05 13:00:00,N.Y.C.,61761,20.3,1.9,0.0
2019-05-05 14:00:00,N.Y.C.,61761,19.01,1.79,0.0
2019-05-05 15:00:00,N.Y.C.,61761,18.9,1.78,0.0
2019-05-05 16:00:00,N.Y.C.,61761,20.27,1.89,0.0
2019-05-05 17:00:00,N.Y.C.,61761,22.91,2.12,-0.06
2019-05-05 18:00:00,N.Y.C.,61761,28.26,2.2,-5.28
2019-05-05 19:00:00,N.Y.C.,61761,29.46,2.21,-6.41
2019-05-05 20:00:00,N.Y.C.,61761,36.44,2.17,-13.25
2019-05-05 21:00:00,N.Y.C.,61761,24.21,2.16,-1.24
2019-05-05 22:00:00,N.Y.C.,61761,20.51,1.95,0.0
2019-05-05 23:00:00,N.Y.C.,61761,20.71,1.59,-2.95
2019-05-06 00:00:00,N.Y.C.,61761,20.64,1.24,-5.88
2019-05-06 01:00:00,N.Y.C.,61761,19.32,1.14,-4.8
2019-05-06 02:00:00,N.Y.C.,61761,16.68,1.08,-2.47
2019-05-06 03:00:00,N.Y.C.,61761,16.77,1.03,-3.28
2019-05-06 04:00:00,N.Y.C.,61761,16.78,1.09,-2.61
2019-05-06 05:00:00,N.Y.C.,61761,20.14,1.14,-5.22
2019-05-06 06:00:00,N.Y.C.,61761,20.5,1.67,-0.02
2019-05-06 07:00:00,N.Y.C.,61761,27.67,2.07,-4.69
2019-05-06 08:00:00,N.Y.C.,61761,27.17,2.08,-4.31
2019-05-06 09:00:00,N.Y.C.,61761,32.17,2.11,-9.17
2019-05-06 10:00:00,N.Y.C.,61761,32.32,2.18,-9.19
2019-05-06 11:00:00,N.Y.C.,61761,32.41,2.09,-9.43
2019-05-06 12:00:00,N.Y.C.,61761,32.27,1.87,-11.35
2019-05-06 13:00:00,N.Y.C.,61761,30.69,2.15,-7.7
2019-05-06 14:00:00,N.Y.C.,61761,29.19,2.09,-6.81
2019-05-06 15:00:00,N.Y.C.,61761,29.41,2.13,-7.14
2019-05-06 16:00:00,N.Y.C.,61761,32.38,2.23,-9.28
2019-05-06 17:00:00,N.Y.C.,61761,33.69,2.28,-10.5
2019-05-06 18:00:00,N.Y.C.,61761,33.0,2.27,-9.74
2019-05-06 19:00:00,N.Y.C.,61761,33.4,2.28,-9.99
2019-05-06 20:00:00,N.Y.C.,61761,32.93,2.57,-6.57
2019-05-06 21:00:00,N.Y.C.,61761,28.0,2.22,-4.83
2019-05-06 22:00:00,N.Y.C.,61761,22.11,1.82,-2.77
2019-05-06 23:00:00,N.Y.C.,61761,21.41,1.37,-4.95
2019-05-07 00:00:00,N.Y.C.,61761,20.63,1.06,-7.77
2019-05-07 01:00:00,N.Y.C.,61761,17.81,1.01,-5.35
2019-05-07 02:00:00,N.Y.C.,61761,15.59,0.96,-3.78
2019-05-07 03:00:00,N.Y.C.,61761,15.21,0.93,-3.45
2019-05-07 04:00:00,N.Y.C.,61761,15.11,0.9,-3.55
2019-05-07 05:00:00,N.Y.C.,61761,19.34,1.18,-4.75
2019-05-07 06:00:00,N.Y.C.,61761,22.82,1.78,-2.36
2019-05-07 07:00:00,N.Y.C.,61761,26.33,2.06,-3.66
2019-05-07 08:00:00,N.Y.C.,61761,32.13,2.06,-9.46
2019-05-07 09:00:00,N.Y.C.,61761,33.55,1.96,-12.39
2019-05-07 10:00:00,N.Y.C.,61761,33.26,2.01,-10.79
2019-05-07 11:00:00,N.Y.C.,61761,33.69,2.04,-11.01
2019-05-07 12:00:00,N.Y.C.,61761,33.64,2.05,-11.29
2019-05-07 13:00:00,N.Y.C.,61761,33.73,2.26,-10.59
2019-05-07 14:00:00,N.Y.C.,61761,34.39,2.21,-12.24
2019-05-07 15:00:00,N.Y.C.,61761,34.0,2.2,-12.32
2019-05-07 16:00:00,N.Y.C.,61761,34.62,2.22,-12.74
2019-05-07 17:00:00,N.Y.C.,61761,33.45,2.34,-10.23
2019-05-07 18:00:00,N.Y.C.,61761,32.64,2.25,-9.52
2019-05-07 19:00:00,N.Y.C.,61761,31.26,2.22,-8.09
2019-05-07 20:00:00,N.Y.C.,61761,35.03,2.46,-9.99
2019-05-07 21:00:00,N.Y.C.,61761,29.01,2.16,-6.46
2019-05-07 22:00:00,N.Y.C.,61761,23.81,1.77,-4.55
2019-05-07 23:00:00,N.Y.C.,61761,22.27,1.59,-4.17
2019-05-08 00:00:00,N.Y.C.,61761,21.6,1.18,-8.98
2019-05-08 01:00:00,N.Y.C.,61761,15.52,1.06,-3.82
2019-05-08 02:00:00,N.Y.C.,61761,14.45,0.99,-3.49
2019-05-08 03:00:00,N.Y.C.,61761,11.27,0.97,0.0
2019-05-08 04:00:00,N.Y.C.,61761,11.68,0.97,-0.4
2019-05-08 05:00:00,N.Y.C.,61761,15.14,1.15,-1.62
2019-05-08 06:00:00,N.Y.C.,61761,22.68,1.6,-4.57
2019-05-08 07:00:00,N.Y.C.,61761,22.29,1.81,-1.0
2019-05-08 08:00:00,N.Y.C.,61761,23.92,1.71,-4.43
2019-05-08 09:00:00,N.Y.C.,61761,26.71,1.52,-9.18
2019-05-08 10:00:00,N.Y.C.,61761,27.24,1.73,-8.02
2019-05-08 11:00:00,N.Y.C.,61761,27.16,1.68,-8.34
2019-05-08 12:00:00,N.Y.C.,61761,27.28,1.6,-9.05
2019-05-08 13:00:00,N.Y.C.,61761,27.4,1.55,-9.31
2019-05-08 14:00:00,N.Y.C.,61761,28.02,1.61,-9.98
2019-05-08 15:00:00,N.Y.C.,61761,28.45,1.73,-9.57
2019-05-08 16:00:00,N.Y.C.,61761,28.45,1.76,-9.56
2019-05-08 17:00:00,N.Y.C.,61761,28.57,1.93,-7.88
2019-05-08 18:00:00,N.Y.C.,61761,28.0,1.78,-8.99
2019-05-08 19:00:00,N.Y.C.,61761,27.55,1.89,-7.29
2019-05-08 20:00:00,N.Y.C.,61761,27.94,2.22,-4.82
2019-05-08 21:00:00,N.Y.C.,61761,25.51,1.79,-6.16
2019-05-08 22:00:00,N.Y.C.,61761,18.51,1.47,-2.02
2019-05-08 23:00:00,N.Y.C.,61761,19.05,1.18,-5.83
2019-05-09 00:00:00,N.Y.C.,61761,19.51,0.83,-10.36
2019-05-09 01:00:00,N.Y.C.,61761,13.2,0.74,-5.02
2019-05-09 02:00:00,N.Y.C.,61761,10.77,0.78,-2.02
2019-05-09 03:00:00,N.Y.C.,61761,10.81,0.71,-2.69
2019-05-09 04:00:00,N.Y.C.,61761,11.04,0.72,-2.85
2019-05-09 05:00:00,N.Y.C.,61761,14.18,0.8,-5.04
2019-05-09 06:00:00,N.Y.C.,61761,18.29,1.17,-5.14
2019-05-09 07:00:00,N.Y.C.,61761,23.21,1.7,-5.03
2019-05-09 08:00:00,N.Y.C.,61761,26.43,1.89,-6.5
2019-05-09 09:00:00,N.Y.C.,61761,26.46,1.86,-7.35
2019-05-09 10:00:00,N.Y.C.,61761,28.44,1.96,-8.51
2019-05-09 11:00:00,N.Y.C.,61761,28.86,1.92,-9.52
2019-05-09 12:00:00,N.Y.C.,61761,28.38,1.75,-10.76
2019-05-09 13:00:00,N.Y.C.,61761,28.25,1.87,-9.68
2019-05-09 14:00:00,N.Y.C.,61761,27.56,1.8,-9.72
2019-05-09 15:00:00,N.Y.C.,61761,28.32,1.66,-11.27
2019-05-09 16:00:00,N.Y.C.,61761,28.96,1.61,-12.62
2019-05-09 17:00:00,N.Y.C.,61761,27.84,1.59,-11.5
2019-05-09 18:00:00,N.Y.C.,61761,27.84,1.44,-12.93
2019-05-09 19:00:00,N.Y.C.,61761,27.94,1.57,-11.85
2019-05-09 20:00:00,N.Y.C.,61761,29.51,1.6,-13.25
2019-05-09 21:00:00,N.Y.C.,61761,25.72,1.48,-10.52
2019-05-09 22:00:00,N.Y.C.,61761,19.11,0.91,-9.5
2019-05-09 23:00:00,N.Y.C.,61761,20.55,0.6,-14.15
2019-05-10 00:00:00,N.Y.C.,61761,19.68,0.54,-13.9
2019-05-10 01:00:00,N.Y.C.,61761,12.39,0.55,-6.6
2019-05-10 02:00:00,N.Y.C.,61761,10.12,0.54,-4.34
2019-05-10 03:00:00,N.Y.C.,61761,10.12,0.54,-4.34
2019-05-10 04:00:00,N.Y.C.,61761,5.77,0.52,-0.01
2019-05-10 05:00:00,N.Y.C.,61761,13.31,0.55,-7.44
2019-05-10 06:00:00,N.Y.C.,61761,18.59,0.98,-8.41
2019-05-10 07:00:00,N.Y.C.,61761,22.18,1.35,-8.25
2019-05-10 08:00:00,N.Y.C.,61761,26.73,1.73,-9.31
2019-05-10 09:00:00,N.Y.C.,61761,29.62,1.71,-12.49
2019-05-10 10:00:00,N.Y.C.,61761,31.46,1.84,-13.02
2019-05-10 11:00:00,N.Y.C.,61761,33.5,1.81,-15.51
2019-05-10 12:00:00,N.Y.C.,61761,27.86,1.64,-11.26
2019-05-10 13:00:00,N.Y.C.,61761,30.46,1.71,-13.38
2019-05-10 14:00:00,N.Y.C.,61761,31.6,1.45,-17.23
2019-05-10 15:00:00,N.Y.C.,61761,33.71,1.42,-19.72
2019-05-10 16:00:00,N.Y.C.,61761,34.26,1.43,-20.27
2019-05-10 17:00:00,N.Y.C.,61761,34.43,1.76,-17.46
2019-05-10 18:00:00,N.Y.C.,61761,35.12,1.55,-19.73
2019-05-10 19:00:00,N.Y.C.,61761,34.23,1.77,-16.39
2019-05-10 20:00:00,N.Y.C.,61761,34.48,1.8,-16.44
2019-05-10 21:00:00,N.Y.C.,61761,28.25,1.61,-12.48
2019-05-10 22:00:00,N.Y.C.,61761,27.34,1.39,-14.28
2019-05-10 23:00:00,N.Y.C.,61761,20.05,0.85,-11.74
2019-05-11 00:00:00,N.Y.C.,61761,22.03,0.83,-13.89
2019-05-11 01:00:00,N.Y.C.,61761,12.8,0.71,-5.69
2019-05-11 02:00:00,N.Y.C.,61761,11.61,0.69,-4.68
2019-05-11 03:00:00,N.Y.C.,61761,10.87,0.69,-3.83
2019-05-11 04:00:00,N.Y.C.,61761,10.54,0.57,-4.64
2019-05-11 05:00:00,N.Y.C.,61761,15.56,0.38,-10.76
2019-05-11 06:00:00,N.Y.C.,61761,16.39,0.45,-10.44
2019-05-11 07:00:00,N.Y.C.,61761,19.1,0.63,-10.66
2019-05-11 08:00:00,N.Y.C.,61761,21.39,1.02,-9.02
2019-05-11 09:00:00,N.Y.C.,61761,24.74,0.98,-12.77
2019-05-11 10:00:00,N.Y.C.,61761,22.87,1.02,-10.67
2019-05-11 11:00:00,N.Y.C.,61761,23.48,0.98,-11.68
2019-05-11 12:00:00,N.Y.C.,61761,23.42,0.98,-11.62
2019-05-11 13:00:00,N.Y.C.,61761,21.95,0.93,-10.75
2019-05-11 14:00:00,N.Y.C.,61761,21.42,0.92,-10.2
2019-05-11 15:00:00,N.Y.C.,61761,21.84,0.85,-11.36
2019-05-11 16:00:00,N.Y.C.,61761,22.2,0.91,-11.41
2019-05-11 17:00:00,N.Y.C.,61761,24.1,0.97,-12.72
2019-05-11 18:00:00,N.Y.C.,61761,24.32,1.29,-9.59
2019-05-11 19:00:00,N.Y.C.,61761,25.72,1.27,-11.1
2019-05-11 20:00:00,N.Y.C.,61761,26.33,2.24,-2.8
2019-05-11 21:00:00,N.Y.C.,61761,24.22,2.03,-3.05
2019-05-11 22:00:00,N.Y.C.,61761,20.52,1.56,-4.09
2019-05-11 23:00:00,N.Y.C.,61761,17.25,1.05,-5.6
2019-05-12 00:00:00,N.Y.C.,61761,19.63,0.93,-10.25
2019-05-12 01:00:00,N.Y.C.,61761,17.33,0.89,-8.2
2019-05-12 02:00:00,N.Y.C.,61761,13.95,0.78,-5.6
2019-05-12 03:00:00,N.Y.C.,61761,13.09,0.52,-7.36
2019-05-12 04:00:00,N.Y.C.,61761,12.9,0.52,-7.17
2019-05-12 05:00:00,N.Y.C.,61761,12.67,0.59,-6.18
2019-05-12 06:00:00,N.Y.C.,61761,12.32,0.52,-6.46
2019-05-12 07:00:00,N.Y.C.,61761,15.43,0.86,-6.07
2019-05-12 08:00:00,N.Y.C.,61761,18.69,1.22,-5.88
2019-05-12 09:00:00,N.Y.C.,61761,21.23,1.28,-8.08
2019-05-12 10:00:00,N.Y.C.,61761,19.64,1.39,-5.14
2019-05-12 11:00:00,N.Y.C.,61761,20.19,1.42,-5.7
2019-05-12 12:00:00,N.Y.C.,61761,20.1,1.41,-5.97
2019-05-12 13:00:00,N.Y.C.,61761,19.1,1.34,-5.8
2019-05-12 14:00:00,N.Y.C.,61761,18.43,1.28,-5.76
2019-05-12 15:00:00,N.Y.C.,61761,18.78,1.26,-6.42
2019-05-12 16:00:00,N.Y.C.,61761,19.43,1.32,-6.68
2019-05-12 17:00:00,N.Y.C.,61761,21.85,1.67,-5.81
2019-05-12 18:00:00,N.Y.C.,61761,33.81,1.96,-14.96
2019-05-12 19:00:00,N.Y.C.,61761,25.95,2.23,-4.16
2019-05-12 20:00:00,N.Y.C.,61761,25.94,2.39,-2.71
2019-05-12 21:00:00,N.Y.C.,61761,23.23,1.89,-5.2
2019-05-12 22:00:00,N.Y.C.,61761,20.59,1.3,-7.53
2019-05-12 23:00:00,N.Y.C.,61761,17.26,0.81,-8.51
2019-05-13 00:00:00,N.Y.C.,61761,17.63,0.86,-8.69
2019-05-13 01:00:00,N.Y.C.,61761,15.44,0.79,-7.23
2019-05-13 02:00:00,N.Y.C.,61761,14.14,0.77,-5.94
2019-05-13 03:00:00,N.Y.C.,61761,14.74,0.8,-6.38
2019-05-13 04:00:00,N.Y.C.,61761,14.93,0.78,-6.6
2019-05-13 05:00:00,N.Y.C.,61761,17.47,0.83,-8.53
2019-05-13 06:00:00,N.Y.C.,61761,21.06,1.72,-2.59
2019-05-13 07:00:00,N.Y.C.,61761,26.42,2.13,-4.95
2019-05-13 08:00:00,N.Y.C.,61761,27.0,2.31,-3.84
2019-05-13 09:00:00,N.Y.C.,61761,32.68,2.39,-9.36
2019-05-13 10:00:00,N.Y.C.,61761,32.4,2.53,-8.42
2019-05-13 11:00:00,N.Y.C.,61761,26.58,2.4,-3.27
2019-05-13 12:00:00,N.Y.C.,61761,26.36,2.38,-3.11
2019-05-13 13:00:00,N.Y.C.,61761,26.35,2.27,-4.21
2019-05-13 14:00:00,N.Y.C.,61761,26.39,2.27,-4.73
2019-05-13 15:00:00,N.Y.C.,61761,26.31,2.25,-4.99
2019-05-13 16:00:00,N.Y.C.,61761,26.51,2.42,-3.56
2019-05-13 17:00:00,N.Y.C.,61761,30.25,2.6,-6.68
2019-05-13 18:00:00,N.Y.C.,61761,36.85,2.53,-13.42
2019-05-13 19:00:00,N.Y.C.,61761,29.25,2.58,-5.73
2019-05-13 20:00:00,N.Y.C.,61761,27.28,2.9,-1.01
2019-05-13 21:00:00,N.Y.C.,61761,25.61,2.37,-2.95
2019-05-13 22:00:00,N.Y.C.,61761,21.15,1.97,-1.78
2019-05-13 23:00:00,N.Y.C.,61761,20.72,1.58,-4.53
2019-05-14 00:00:00,N.Y.C.,61761,19.42,1.14,-7.9
2019-05-14 01:00:00,N.Y.C.,61761,16.94,1.02,-6.42
2019-05-14 02:00:00,N.Y.C.,61761,15.55,0.95,-5.31
2019-05-14 03:00:00,N.Y.C.,61761,16.05,0.97,-5.67
2019-05-14 04:00:00,N.Y.C.,61761,15.7,0.97,-5.21
2019-05-14 05:00:00,N.Y.C.,61761,20.17,1.47,-4.4
2019-05-14 06:00:00,N.Y.C.,61761,20.74,1.88,-0.03
2019-05-14 07:00:00,N.Y.C.,61761,24.48,2.32,-1.25
2019-05-14 08:00:00,N.Y.C.,61761,27.33,2.41,-3.99
2019-05-14 09:00:00,N.Y.C.,61761,27.27,2.54,-3.02
2019-05-14 10:00:00,N.Y.C.,61761,27.52,2.58,-3.04
2019-05-14 11:00:00,N.Y.C.,61761,27.49,2.45,-4.09
2019-05-14 12:00:00,N.Y.C.,61761,27.49,2.38,-4.2
2019-05-14 13:00:00,N.Y.C.,61761,27.46,2.19,-5.38
2019-05-14 14:00:00,N.Y.C.,61761,26.96,2.08,-6.31
2019-05-14 15:00:00,N.Y.C.,61761,27.45,2.13,-6.49
2019-05-14 16:00:00,N.Y.C.,61761,27.46,2.33,-4.91
2019-05-14 17:00:00,N.Y.C.,61761,27.6,2.4,-4.32
2019-05-14 18:00:00,N.Y.C.,61761,27.72,2.54,-4.21
2019-05-14 19:00:00,N.Y.C.,61761,27.47,2.47,-3.87
2019-05-14 20:00:00,N.Y.C.,61761,28.08,2.77,-2.23
2019-05-14 21:00:00,N.Y.C.,61761,26.46,2.36,-3.43
2019-05-14 22:00:00,N.Y.C.,61761,21.56,2.09,-0.94
2019-05-14 23:00:00,N.Y.C.,61761,20.53,1.78,-2.56
2019-05-15 00:00:00,N.Y.C.,61761,18.4,1.19,-5.85
2019-05-15 01:00:00,N.Y.C.,61761,15.95,0.96,-5.4
2019-05-15 02:00:00,N.Y.C.,61761,14.75,0.85,-5.33
2019-05-15 03:00:00,N.Y.C.,61761,14.62,0.84,-5.27
2019-05-15 04:00:00,N.Y.C.,61761,14.98,0.86,-5.64
2019-05-15 05:00:00,N.Y.C.,61761,17.23,1.13,-4.44
2019-05-15 06:00:00,N.Y.C.,61761,21.7,1.62,-3.16
2019-05-15 07:00:00,N.Y.C.,61761,25.84,2.07,-4.29
2019-05-15 08:00:00,N.Y.C.,61761,23.17,1.93,-3.17
2019-05-15 09:00:00,N.Y.C.,61761,27.9,1.86,-8.7
2019-05-15 10:00:00,N.Y.C.,61761,24.06,1.89,-4.79
2019-05-15 11:00:00,N.Y.C.,61761,25.34,1.8,-7.05
2019-05-15 12:00:00,N.Y.C.,61761,27.44,1.8,-9.15
2019-05-15 13:00:00,N.Y.C.,61761,28.22,1.73,-10.75
2019-05-15 14:00:00,N.Y.C.,61761,24.83,1.71,-7.81
2019-05-15 15:00:00,N.Y.C.,61761,28.23,1.7,-11.37
2019-05-15 16:00:00,N.Y.C.,61761,28.22,1.83,-10.37
2019-05-15 17:00:00,N.Y.C.,61761,29.04,2.03,-9.15
2019-05-15 18:00:00,N.Y.C.,61761,25.8,2.31,-3.54
2019-05-15 19:00:00,N.Y.C.,61761,24.89,2.27,-2.32
2019-05-15 20:00:00,N.Y.C.,61761,25.9,2.58,-1.96
2019-05-15 21:00:00,N.Y.C.,61761,24.19,2.3,-1.7
2019-05-15 22:00:00,N.Y.C.,61761,22.09,1.72,-4.74
2019-05-15 23:00:00,N.Y.C.,61761,22.58,1.05,-11.24
2019-05-16 00:00:00,N.Y.C.,61761,21.24,0.81,-12.66
2019-05-16 01:00:00,N.Y.C.,61761,20.91,0.81,-12.38
2019-05-16 02:00:00,N.Y.C.,61761,14.22,0.8,-5.75
2019-05-16 03:00:00,N.Y.C.,61761,13.48,0.8,-4.96
2019-05-16 04:00:00,N.Y.C.,61761,14.29,0.78,-5.97
2019-05-16 05:00:00,N.Y.C.,61761,16.2,0.97,-5.66
2019-05-16 06:00:00,N.Y.C.,61761,22.12,1.7,-3.59
2019-05-16 07:00:00,N.Y.C.,61761,23.68,2.15,-1.23
2019-05-16 08:00:00,N.Y.C.,61761,23.09,2.03,-2.48
2019-05-16 09:00:00,N.Y.C.,61761,28.32,1.95,-8.28
2019-05-16 10:00:00,N.Y.C.,61761,28.41,1.86,-9.29
2019-05-16 11:00:00,N.Y.C.,61761,28.42,1.76,-10.19
2019-05-16 12:00:00,N.Y.C.,61761,29.24,1.75,-11.3
2019-05-16 13:00:00,N.Y.C.,61761,30.03,1.81,-11.81
2019-05-16 14:00:00,N.Y.C.,61761,29.06,1.79,-10.83
2019-05-16 15:00:00,N.Y.C.,61761,28.51,1.86,-9.9
2019-05-16 16:00:00,N.Y.C.,61761,28.37,1.92,-9.45
